species_key,occurrence_count,scientific_name
6454150,1741,Deosergestes corniculum
2221652,1737,Panulirus versicolor
2226239,1735,Synalpheus paraneomeris
4648358,1734,Ovalipes australiensis
2222588,1731,Oplophorus spinosus
2216140,1730,Liljeborgia pallida
5177759,1727,Syrrhoe crenulata
2224531,1723,Macrobrachium formosense
2203639,1722,Armadillidium opacum
8901179,1720,Chondrochelia dubia
2219794,1702,Dyopedos monacanthus
2203670,1698,Armadillidium pulchellum
2224345,1689,Lithodes aequispinus
2222570,1687,Acanthephyra purpurea
2205299,1683,Dendrotion spinosum
2219149,1683,Grandidierella japonica
9795758,1679,Monomia rubromarginatus
5177832,1677,Synchelidium haplocheles
5178455,1676,Gennadas elegans
5739079,1675,Caridina pseudodenticulata
2226293,1667,Thor amboinensis
4312375,1665,Cestopagurus timidus
2224203,1658,Pagurus beringanus
4647809,1658,Mictyris longicarpus
5178605,1657,Goniopsis cruentata
4645811,1646,Leptomithrax gaimardii
2225770,1640,Hemigrapsus penicillatus
2221589,1637,Halicarcinus ovatus
2218764,1634,Kroyera carinata
6463844,1634,Nototropis nordlandicus
2218113,1628,Gammaropsis palmata
4309680,1620,Plesionika richardi
2210410,1617,Livoneca ovalis
2219497,1616,Ampelisca aequicornis
2224492,1608,Petrochirus diogenes
2223463,1606,Rimapenaeus constrictus
2221836,1603,Dromia personata
4312128,1603,Pagurus minutus
5175646,1603,Ligia italica
2223257,1598,Sicyonia brevirostris
4310084,1594,Philocheras monacanthus
12195683,1591,Hansarsia megalops
9240145,1586,Austruca annulipes
2216134,1580,Liljeborgia fissicornis
2222820,1578,Hepatus epheliticus
5974595,1565,Achelous spinicarpus
2226763,1562,Mithraculus forceps
2218549,1560,Megalorchestia californiana
2219000,1555,Neohela monstrosa
5177413,1548,Cumopsis goodsir
6454159,1546,Deosergestes henseni
2216494,1544,Hyperoche medusarum
2215694,1543,Hemilamprops cristatus
2226514,1541,Eualus macilentus
2221797,1538,Ebalia nux
4311866,1537,Paguristes eremita
9773232,1536,Porcellionides sexfasciatus
5974825,1535,Metasesarma aubryi
9399267,1535,Austruca lactea
2214305,1534,Pseudocuma simile
4314720,1534,Orchestia gammarellus
2219254,1517,Ischyrocerus anguipes
4417135,1515,Echinogammarus sicilianus
2217300,1512,Metaphoxus simplex
2226661,1510,Acanthonyx lunulatus
2217075,1503,Tiburonella viscana
4315360,1503,Gammarella fucicola
2199264,1502,Astacilla longicornis
2217259,1496,Harpinia laevis
2225838,1494,Ethusa mascarone
4382385,1492,Nepinnotheres pinnotheres
2225579,1488,Thalamita sima
5175649,1482,Ligia pallasii
2216576,1477,Stenothoe monoculoides
9158983,1470,Pterygosquilla armata
4313498,1467,Monokalliapseudes schubarti
4316608,1466,Odontodactylus scyllarus
5972970,1466,Planes minutus
2222622,1462,Munida tenuimana
5178757,1462,Menippe mercenaria
2225059,1459,Periclimenes sagittifer
2226040,1459,Homola barbata
2218067,1446,Photis reinhardi
6454117,1442,Allosergestes pectinatus
4648497,1441,Euastacus armatus
2215167,1436,Cyclaspis longicaudata
9514326,1435,Minuca minax
2219774,1429,Laetmatophilus tuberculatus
2219062,1428,Microdeutopus versiculatus
2224738,1428,Palaemon intermedius
2222714,1425,Petrolisthes galathinus
5863626,1425,Achelous spinimanus
5863394,1423,Chiromantes haematocheir
5177552,1422,Ampithoe ramondi
9526094,1420,Palaemon modestus
2219896,1418,Cheirocratus intermedius
2221920,1415,Calocarides coronatus
5863372,1413,Cardisoma crassum
5177166,1399,Bathynomus giganteus
5177699,1399,Guernea coalita
5178560,1399,Geryon longipes
5716739,1397,Coenobita brevimanus
2218417,1396,Orchomene humilis
2223832,1396,Penaeus brasiliensis
2224422,1396,Dardanus lagopodes
5863353,1392,Gaetice depressus
5716558,1388,Hippolyte inermis
8157296,1388,Penaeus latisulcatus
2222373,1387,Pandalus tridens
5177658,1386,Phronima sedentaria
2228667,1385,Sinelobus stanfordi
2214457,1384,Diastylis goodsiri
4316338,1384,Oediceropsis brevicornis
4312272,1381,Nematopagurus longicornis
