species_key,occurrence_count,scientific_name
2261969,536,Callogorgia americana
6472212,534,Bunodosoma grande
2256891,533,Paranemonia cinerea
2259090,533,Deltocyathus calcar
8288867,533,Bathyalcyon robustum
5184636,531,Acropora paniculata
5184693,530,Acropora microclados
7978938,529,Umimayanthus parasiticus
9827673,529,Hemicorallium laauense
2256841,528,Anthopleura michaelseni
2262126,528,Iciligorgia schrammi
5184247,527,Adamsia palliata
5184825,527,Oculina patagonica
8414415,527,Lithophyllon concinna
2261713,523,Acanella dispar
2260599,522,Sandalolitha robusta
2260450,521,Goniopora tenuidens
2257155,520,Segonzactis platypus
2259982,519,Montipora caliculata
2259594,517,Endopachys grayi
2258028,513,Parazoanthus swiftii
2260528,513,Pavona venosa
5184808,513,Leptoseris scabra
8979321,512,Lobophyllia vitiensis
2256097,511,Boloceroides mcmurrichi
5185257,510,Capnella lacertiliensis
5784815,508,Isopora cuneata
2259840,507,Acropora monticulosa
2259624,506,Balanophyllia floridana
2255989,505,Halcampa duodecimcirrata
9082325,503,Acanthastrea pachysepta
2259598,501,Eguchipsammia fistula
2263219,501,Drifa glomerata
5184716,499,Echinopora horrida
2259102,497,Stephanocyathus diadema
5184960,497,Pseudoplexaura porosa
2260352,496,Acanthastrea hemprichii
2262896,495,Subergorgia suberosa
2260489,494,Stephanophyllia complicata
7460086,494,Dipsastraea lizardensis
2260460,492,Goniopora djiboutiensis
4339137,492,Oulactis magna
11089200,491,Porites nigrescens
2259066,488,Deltocyathus magnificus
2263694,487,Tubipora musica
4339123,487,Anemonia alicemartinae
2257573,486,Actinauge verrillii
2258905,486,Psammocora nierstraszi
5184219,486,Alicia mirabilis
2259640,485,Balanophyllia regia
2260643,482,Halomitra pileus
2259963,480,Montipora grisea
2259119,477,Hoplangia durotrix
8289722,475,Goniopora pedunculata
5184770,474,Porites australiensis
5184467,473,Heterocyathus sulcatus
5720544,473,Bolocera kerguelensis
2259941,472,Montipora turgescens
7615046,472,Favites valenciennesii
5184572,470,Acropora carduus
10224405,466,Favites magnistellata
5185075,465,Narella versluysi
2260012,463,Fungiacyathus stephanus
2260190,463,Javania fusca
6473527,463,Narella gigas
6472213,460,Bunodosoma capense
2260461,459,Goniopora lobata
8245755,459,Dipsastraea maritima
8769001,458,Homophyllia bowerbanki
10439613,454,Pleurocorallium niveum
10702729,452,Trachyphyllia bilobata
2258840,451,Acanthoptilum gracile
2259070,448,Deltocyathus suluensis
7437265,448,Balticina finmarchica
2256766,447,Phymactis clematis
5711933,447,Ellisella elongata
5184545,446,Turbinaria bifrons
2260533,445,Pavona minuta
5184585,444,Acropora anthocercis
4882706,442,Favosites gothlandicus
6473523,442,Narella muzikae
2260286,441,Flabellum apertum
2259154,437,Caryophyllia rugosa
2259938,436,Montipora danae
6472274,436,Halcampoides purpureus
7889761,435,Bernardpora stutchburyi
2260335,434,Cynarina lacrymalis
7584062,432,Dipsastraea rotumana
2258471,431,Plumapathes pennacea
4283463,428,Aulactinia stella
2260927,426,Plexaurella dichotoma
2259518,425,Echinophyllia orpheensis
2259405,420,Astrangia haimei
2262180,420,Titanideum frauenfeldii
2258049,415,Epizoanthus arenaceus
2259958,415,Montipora capitata
2264066,413,Pterogorgia citrina
2260088,412,Favites chinensis
2258824,410,Anthoptilum murrayi
2259937,410,Montipora stellata
10903588,409,Ptilella inflata
7355236,407,Pleuractis granulosa
2256992,403,Stichodactyla mertensii
2263083,403,Nidalia occidentalis
4283832,403,Thesea nivea
2260004,402,Fungiacyathus paliferus
6472304,402,Stichopathes gravieri
2256110,401,Bunodeopsis strumosa
9650871,397,Eunicella microthela
2259539,396,Merulina scabricula
2260590,394,Ctenactis crassa
2259440,392,Stylocoeniella armata
2260262,390,Flabellum hoffmeisteri
2261543,390,Melithaea ochracea
5184302,387,Actinodendron arboreum
9320172,387,Annella reticulata
2258952,386,Bourneotrochus stellulatus
5184604,386,Acropora nana
2264269,385,Acanthogorgia aspera
2258231,384,Antipathes galapagensis
8863721,383,Heritschia girtyi
2259943,382,Montipora efflorescens
4283839,381,Calcigorgia spiculifera
5184739,381,Moseleya latistellata
5184760,379,Porites annae
2260686,378,Corynactis annulata
5184664,378,Acropora spicifera
2262088,377,Paragorgia regalis
4882233,375,Dichotella gemmacea
2260169,374,Caulastraea furcata
2260252,374,Flabellum lamellulosum
4283672,374,Favites rotundata
2259584,373,Cladopsammia gracilis
2263120,373,Paralemnalia digitiformis
5184635,373,Acropora echinata
4339104,372,Anthopleura anjunae
2259188,370,Caryophyllia scobinosa
8197555,370,Melithaea rubra
10570072,369,Calliactis polypus
6473528,369,Narella macrocalyx
2261400,368,Maasella edwardsii
2256746,367,Condylactis aurantiaca
2264122,365,Leptogorgia setacea
5184524,362,Gardineria hawaiiensis
5784809,362,Acropora speciosa
2259083,359,Deltocyathus eccentricus
2259677,357,Dendrophyllia arbuscula
5184810,356,Leptoseris yabei
2259349,355,Cyathotrochus pileus
2256182,354,Paranthus niveus
2257972,350,Zoanthus pulchellus
2259461,348,Pocillopora elegans
2257315,347,Hormathia lacunifera
5184870,347,Clavularia crassa
11209520,344,Anthopleura mariae
5184866,343,Telesto fruticulosa
5184910,342,Eunicea laciniata
6472509,341,Paraconotrochus antarcticus
2258889,339,Coscinaraea monile
2256709,338,Actinostella flosculifera
2261987,338,Callogorgia verticillata
4339796,338,Viminella flagellum
7449630,338,Dipsastraea amicorum
2260585,337,Madrepora carolina
2259962,335,Montipora crassituberculata
2260256,335,Flabellum australe
2258904,333,Psammocora digitata
9612363,333,Placocyathus variabilis
2258432,332,Antipathella fiordensis
4283656,332,Homophyllia australis
5784775,332,Pseudosiderastrea tayami
2258959,329,Oxysmilia rotundifolia
2259069,327,Deltocyathus rotulus
2259672,326,Balanophyllia desmophyllioides
2259925,326,Montipora monasteriata
2260596,326,Lithophyllon undulatum
2261800,326,Thouarella variabilis
2262980,326,Chrysogorgia stellata
2257381,325,Calliactis tricolor
2257915,325,Diadumene neozelanica
2258450,323,Tanacetipathes tanacetum
2259472,321,Seriatopora caliendrum
2259981,321,Montipora undata
5184039,321,Edwardsia longicornis
2261870,320,Convexella magelhaenica
5184902,320,Eunicea asperula
5184900,319,Eunicea laxispica
2258833,318,Renilla muelleri
5184667,318,Acropora polystoma
2256581,317,Isosicyonis alba
2259218,317,Caryophyllia berteriana
2259969,317,Montipora venosa
11147121,316,Bathypathes alaskensis
2257667,316,Cryptodendrum adhaesivum
2259580,314,Cladopsammia eguchii
2262028,313,Plumarella pourtalesii
5184567,313,Astreopora gracilis
2257920,312,Diadumene leucolena
8965841,312,Micromussa lordhowensis
10703143,311,Antipathes sylospongia
6135523,310,Junceella fragilis
2257555,308,Stephanauge nexilis
5184730,307,Platygyra contorta
2256642,306,Anemonia sargassensis
2260006,306,Fungiacyathus symmetricus
2259105,305,Stephanocyathus regius
2257716,304,Halcampa decemtentaculata
2259056,304,Crispatotrochus rugosus
2260194,303,Javania exserta
2259967,302,Montipora incrassata
5184705,302,Acropora caroliniana
5931454,302,Porites baracoaensis
5184736,301,Platygyra ryukyuensis
5184797,301,Porites solida
2258086,300,Epizoanthus scotinus
2258454,300,Tanacetipathes hirta
8086695,299,Heterocyathus aequicostatus
